term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
divert,-4.8178,non-misogynistic,1,26,27,-1.4458
açã,-4.8178,non-misogynistic,1,26,27,-1.4458
zap,-4.8178,non-misogynistic,1,26,27,-1.4458
posi,-4.8178,non-misogynistic,1,26,27,-1.4458
sall,-4.8178,non-misogynistic,1,26,27,-1.4458
casac,-4.8178,non-misogynistic,1,26,27,-1.4458
kkkkkkkkkkkkkkkkkkkk,-4.8178,non-misogynistic,1,26,27,-1.4458
democrat,-4.8309,non-misogynistic,2,35,37,-1.3281
noil,-4.8309,non-misogynistic,2,35,37,-1.3281
kkkkkkkkkkkkkkkkkkk,-4.8309,non-misogynistic,2,35,37,-1.3281
cu,-4.8309,non-misogynistic,2,35,37,-1.3281
geral,-4.8492,non-misogynistic,13,119,132,-0.9916
pint,-4.8492,non-misogynistic,13,119,132,-0.9916
paz,-4.8506,non-misogynistic,17,147,164,-0.95
pra_ver,-4.8553,non-misogynistic,12,112,124,-1.0056
tir,-4.8577,non-misogynistic,72,498,570,-0.7653
guard,-4.8679,non-misogynistic,4,52,56,-1.204
mud,-4.8731,non-misogynistic,36,274,310,-0.849
coloc,-4.8804,non-misogynistic,56,401,457,-0.7966
ent,-4.8805,non-misogynistic,76,524,600,-0.7628
feir,-4.8846,non-misogynistic,6,68,74,-1.1314
hah,-4.8914,non-misogynistic,3,44,47,-1.2635
esquec,-4.9089,non-misogynistic,21,176,197,-0.9283
viv,-4.9276,non-misogynistic,47,347,394,-0.8242
ganh,-4.9554,non-misogynistic,62,443,505,-0.7958
ped_pra,-4.9619,non-misogynistic,6,69,75,-1.1457
joã,-4.9619,non-misogynistic,6,69,75,-1.1457
saúd,-4.9619,non-misogynistic,6,69,75,-1.1457
respons,-4.9619,non-misogynistic,6,69,75,-1.1457
plan,-4.9619,non-misogynistic,6,69,75,-1.1457
portugu,-4.9647,non-misogynistic,4,53,57,-1.2227
discord,-4.9658,non-misogynistic,2,36,38,-1.3555
voss,-4.9658,non-misogynistic,2,36,38,-1.3555
constru,-4.9658,non-misogynistic,2,36,38,-1.3555
clip,-4.9658,non-misogynistic,2,36,38,-1.3555
cigarr,-4.9658,non-misogynistic,2,36,38,-1.3555
cólic,-4.9658,non-misogynistic,2,36,38,-1.3555
oper,-4.9658,non-misogynistic,2,36,38,-1.3555
caiu,-4.9777,non-misogynistic,7,77,84,-1.1204
bas,-4.9777,non-misogynistic,7,77,84,-1.1204
limp,-4.9777,non-misogynistic,7,77,84,-1.1204
falt,-4.9788,non-misogynistic,64,457,521,-0.7956
ant,-4.9821,non-misogynistic,22,185,207,-0.9334
pra_pens,-4.991,non-misogynistic,1,27,28,-1.4822
fum_maconh,-4.991,non-misogynistic,1,27,28,-1.4822
dia_dia,-4.991,non-misogynistic,1,27,28,-1.4822
fil,-4.991,non-misogynistic,1,27,28,-1.4822
fal_fat,-4.991,non-misogynistic,1,27,28,-1.4822
íntim,-4.991,non-misogynistic,1,27,28,-1.4822
delic,-4.991,non-misogynistic,1,27,28,-1.4822
at,-4.991,non-misogynistic,1,27,28,-1.4822
sofr,-5.0054,non-misogynistic,26,213,239,-0.9133
alivi,-5.0105,non-misogynistic,0,17,17,-1.7335
fic_vend,-5.0105,non-misogynistic,0,17,17,-1.7335
exager,-5.0105,non-misogynistic,0,17,17,-1.7335
evid,-5.0105,non-misogynistic,0,17,17,-1.7335
faz_nenhum,-5.0105,non-misogynistic,0,17,17,-1.7335
salt,-5.0105,non-misogynistic,0,17,17,-1.7335
agent,-5.0105,non-misogynistic,0,17,17,-1.7335
campin,-5.0105,non-misogynistic,0,17,17,-1.7335
concentr,-5.0105,non-misogynistic,0,17,17,-1.7335
últ_vez,-5.0105,non-misogynistic,0,17,17,-1.7335
terç,-5.0105,non-misogynistic,0,17,17,-1.7335
rebaix,-5.0105,non-misogynistic,0,17,17,-1.7335
rev,-5.0105,non-misogynistic,0,17,17,-1.7335
crit,-5.0105,non-misogynistic,0,17,17,-1.7335
broth,-5.0105,non-misogynistic,0,17,17,-1.7335
muitoo,-5.0105,non-misogynistic,0,17,17,-1.7335
proxim,-5.0105,non-misogynistic,0,17,17,-1.7335
pass_branc,-5.0105,non-misogynistic,0,17,17,-1.7335
arian,-5.0105,non-misogynistic,0,17,17,-1.7335
impec,-5.0105,non-misogynistic,0,17,17,-1.7335
vai_mud,-5.0105,non-misogynistic,0,17,17,-1.7335
esquent,-5.0105,non-misogynistic,0,17,17,-1.7335
deix_pesso,-5.0105,non-misogynistic,0,17,17,-1.7335
pergunt,-5.0234,non-misogynistic,37,287,324,-0.8685
possível,-5.028,non-misogynistic,14,130,144,-1.0103
conseg,-5.0291,non-misogynistic,25,207,232,-0.9226
parec,-5.0328,non-misogynistic,74,523,597,-0.7872
pai,-5.0372,non-misogynistic,58,423,481,-0.8154
nunc,-5.0399,non-misogynistic,98,671,769,-0.7583
bols,-5.0403,non-misogynistic,5,62,67,-1.1945
desc,-5.0403,non-misogynistic,5,62,67,-1.1945
artist,-5.0475,non-misogynistic,7,78,85,-1.1332
iri,-5.0499,non-misogynistic,10,101,111,-1.0702
últ,-5.0548,non-misogynistic,16,145,161,-0.9936
permit,-5.0604,non-misogynistic,4,54,58,-1.2411
reun,-5.0604,non-misogynistic,4,54,58,-1.2411
pul,-5.0604,non-misogynistic,4,54,58,-1.2411
fom,-5.0632,non-misogynistic,8,86,94,-1.1118
respond,-5.0801,non-misogynistic,21,181,202,-0.9561
opin,-5.0889,non-misogynistic,17,153,170,-0.9897
visit,-5.0985,non-misogynistic,2,37,39,-1.3821
choc,-5.0985,non-misogynistic,2,37,39,-1.3821
tent,-5.0998,non-misogynistic,49,369,418,-0.8446
coment,-5.1027,non-misogynistic,28,230,258,-0.9183
soc,-5.108,non-misogynistic,29,237,266,-0.9142
comec,-5.113,non-misogynistic,3,46,49,-1.307
fã,-5.113,non-misogynistic,3,46,49,-1.307
futebol,-5.1175,non-misogynistic,14,132,146,-1.0255
sab,-5.1184,non-misogynistic,186,1205,1391,-0.7071
peg,-5.1243,non-misogynistic,68,492,560,-0.8096
neg,-5.1364,non-misogynistic,16,147,163,-1.0072
fat,-5.1538,non-misogynistic,19,169,188,-0.9832
enta,-5.1606,non-misogynistic,1,28,29,-1.5173
vou_mand,-5.1606,non-misogynistic,1,28,29,-1.5173
trilh,-5.1606,non-misogynistic,1,28,29,-1.5173
pra_sent,-5.1606,non-misogynistic,1,28,29,-1.5173
quer_faz,-5.1606,non-misogynistic,1,28,29,-1.5173
sof,-5.1606,non-misogynistic,1,28,29,-1.5173
pfv,-5.1606,non-misogynistic,1,28,29,-1.5173
flop,-5.1606,non-misogynistic,1,28,29,-1.5173
sim,-5.1844,non-misogynistic,96,672,768,-0.7802
estranh,-5.1896,non-misogynistic,6,72,78,-1.1877
merd,-5.2038,non-misogynistic,124,846,970,-0.7565
roup,-5.2056,non-misogynistic,17,156,173,-1.009
desgraç,-5.2125,non-misogynistic,28,234,262,-0.9354
cabeç,-5.215,non-misogynistic,29,241,270,-0.9309
ind,-5.2157,non-misogynistic,10,104,114,-1.0992
boa_noit,-5.2291,non-misogynistic,2,38,40,-1.4081
fic_cas,-5.2291,non-misogynistic,2,38,40,-1.4081
pra_pass,-5.2291,non-misogynistic,2,38,40,-1.4081
lind_pra,-5.2291,non-misogynistic,2,38,40,-1.4081
resp,-5.2291,non-misogynistic,2,38,40,-1.4081
fandom,-5.2291,non-misogynistic,2,38,40,-1.4081
tom_banh,-5.2291,non-misogynistic,2,38,40,-1.4081
engord,-5.2291,non-misogynistic,2,38,40,-1.4081
secret,-5.2291,non-misogynistic,2,38,40,-1.4081
aind,-5.2377,non-misogynistic,169,1122,1291,-0.7311
result,-5.2486,non-misogynistic,4,56,60,-1.2768
arromb,-5.2522,non-misogynistic,12,120,132,-1.074
pro,-5.2599,non-misogynistic,74,540,614,-0.8191
atlet,-5.2634,non-misogynistic,0,18,18,-1.7876
pov_chat,-5.2634,non-misogynistic,0,18,18,-1.7876
emoj,-5.2634,non-misogynistic,0,18,18,-1.7876
fod_man,-5.2634,non-misogynistic,0,18,18,-1.7876
fisic,-5.2634,non-misogynistic,0,18,18,-1.7876
prim_livr,-5.2634,non-misogynistic,0,18,18,-1.7876
agu,-5.2634,non-misogynistic,0,18,18,-1.7876
coreograf,-5.2634,non-misogynistic,0,18,18,-1.7876
ppp,-5.2634,non-misogynistic,0,18,18,-1.7876
taç,-5.2634,non-misogynistic,0,18,18,-1.7876
brasil_caralh,-5.2634,non-misogynistic,0,18,18,-1.7876
borrach,-5.2634,non-misogynistic,0,18,18,-1.7876
cas_branc,-5.2634,non-misogynistic,0,18,18,-1.7876
leo,-5.2634,non-misogynistic,0,18,18,-1.7876
cê,-5.2634,non-misogynistic,0,18,18,-1.7876
vid_pqp,-5.2634,non-misogynistic,0,18,18,-1.7876
compr_roup,-5.2634,non-misogynistic,0,18,18,-1.7876
compartilhal,-5.2634,non-misogynistic,0,18,18,-1.7876
aleatóri,-5.2634,non-misogynistic,0,18,18,-1.7876
arrebent,-5.2634,non-misogynistic,0,18,18,-1.7876
tom_mei,-5.2634,non-misogynistic,0,18,18,-1.7876
determin,-5.2634,non-misogynistic,0,18,18,-1.7876
templ,-5.2634,non-misogynistic,0,18,18,-1.7876
sagr_corp,-5.2634,non-misogynistic,0,18,18,-1.7876
put_pra,-5.2634,non-misogynistic,0,18,18,-1.7876
porr_vc,-5.2634,non-misogynistic,0,18,18,-1.7876
merd_pqp,-5.2634,non-misogynistic,0,18,18,-1.7876
anunc,-5.2634,non-misogynistic,0,18,18,-1.7876
chat_porr,-5.2634,non-misogynistic,0,18,18,-1.7876
dorm_pra,-5.2634,non-misogynistic,0,18,18,-1.7876
notific,-5.2634,non-misogynistic,0,18,18,-1.7876
de,-5.2634,non-misogynistic,0,18,18,-1.7876
bgl,-5.2634,non-misogynistic,0,18,18,-1.7876
yoong,-5.2634,non-misogynistic,0,18,18,-1.7876
amp,-5.2634,non-misogynistic,0,18,18,-1.7876
vou_jog,-5.2634,non-misogynistic,0,18,18,-1.7876
cuza,-5.2634,non-misogynistic,0,18,18,-1.7876
quas_morr,-5.2634,non-misogynistic,0,18,18,-1.7876
igual_retard,-5.2634,non-misogynistic,0,18,18,-1.7876
vid_tod,-5.2634,non-misogynistic,0,18,18,-1.7876
pqp_car,-5.2634,non-misogynistic,0,18,18,-1.7876
daniel_alv,-5.2634,non-misogynistic,0,18,18,-1.7876
dar_tud,-5.2634,non-misogynistic,0,18,18,-1.7876
confer,-5.2634,non-misogynistic,0,18,18,-1.7876
desped,-5.2634,non-misogynistic,0,18,18,-1.7876
azeved,-5.2634,non-misogynistic,0,18,18,-1.7876
compens,-5.2634,non-misogynistic,0,18,18,-1.7876
jog_car,-5.2634,non-misogynistic,0,18,18,-1.7876
mend,-5.2634,non-misogynistic,0,18,18,-1.7876
repúbl_dominic,-5.2634,non-misogynistic,0,18,18,-1.7876
lembranç,-5.2634,non-misogynistic,0,18,18,-1.7876
unf,-5.2634,non-misogynistic,0,18,18,-1.7876
reform_previd,-5.2634,non-misogynistic,0,18,18,-1.7876
kkkkkkkkk_pqp,-5.2634,non-misogynistic,0,18,18,-1.7876
bué,-5.2634,non-misogynistic,0,18,18,-1.7876
miguel,-5.2634,non-misogynistic,0,18,18,-1.7876
araúj,-5.2634,non-misogynistic,0,18,18,-1.7876
flamengu,-5.2634,non-misogynistic,0,18,18,-1.7876
métod,-5.2634,non-misogynistic,0,18,18,-1.7876
porr_vou,-5.2634,non-misogynistic,0,18,18,-1.7876
inscr,-5.2634,non-misogynistic,0,18,18,-1.7876
psg,-5.2634,non-misogynistic,0,18,18,-1.7876
ameaç_sanç,-5.2634,non-misogynistic,0,18,18,-1.7876
mand_fot,-5.2634,non-misogynistic,0,18,18,-1.7876
dev_compartilhal,-5.2634,non-misogynistic,0,18,18,-1.7876
van,-5.2634,non-misogynistic,0,18,18,-1.7876
dess_sit,-5.2634,non-misogynistic,0,18,18,-1.7876
nmrl,-5.2634,non-misogynistic,0,18,18,-1.7876
fei_demal,-5.2634,non-misogynistic,0,18,18,-1.7876
reforç,-5.2634,non-misogynistic,0,18,18,-1.7876
mess,-5.2634,non-misogynistic,0,18,18,-1.7876
infart,-5.2634,non-misogynistic,0,18,18,-1.7876
spoil,-5.2634,non-misogynistic,0,18,18,-1.7876
amig_gost,-5.2634,non-misogynistic,0,18,18,-1.7876
exclus,-5.2634,non-misogynistic,0,18,18,-1.7876
tent_faz,-5.2634,non-misogynistic,0,18,18,-1.7876
porr_sei,-5.2634,non-misogynistic,0,18,18,-1.7876
templ_dev,-5.2634,non-misogynistic,0,18,18,-1.7876
corp_templ,-5.2634,non-misogynistic,0,18,18,-1.7876
bel,-5.2812,non-misogynistic,21,187,208,-0.9886
rápid,-5.2902,non-misogynistic,5,65,70,-1.2411
gal,-5.303,non-misogynistic,23,202,225,-0.9783
acab,-5.3134,non-misogynistic,84,608,692,-0.8123
sinc,-5.3213,non-misogynistic,7,82,89,-1.1826
salv,-5.3245,non-misogynistic,10,106,116,-1.1181
colun,-5.3268,non-misogynistic,1,29,30,-1.5512
reflex,-5.3268,non-misogynistic,1,29,30,-1.5512
evolu,-5.3268,non-misogynistic,1,29,30,-1.5512
luiz,-5.3268,non-misogynistic,1,29,30,-1.5512
crush,-5.3268,non-misogynistic,1,29,30,-1.5512
promoç,-5.3268,non-misogynistic,1,29,30,-1.5512
sent_falt,-5.3268,non-misogynistic,1,29,30,-1.5512
car_faz,-5.3268,non-misogynistic,1,29,30,-1.5512
funk,-5.329,non-misogynistic,3,48,51,-1.3487
tam,-5.329,non-misogynistic,3,48,51,-1.3487
pass_mal,-5.329,non-misogynistic,3,48,51,-1.3487
person,-5.329,non-misogynistic,3,48,51,-1.3487
quent,-5.329,non-misogynistic,3,48,51,-1.3487
enfim,-5.329,non-misogynistic,3,48,51,-1.3487
precis,-5.3315,non-misogynistic,91,654,745,-0.806
fal,-5.3382,non-misogynistic,416,2582,2998,-0.6668
levant,-5.3412,non-misogynistic,4,57,61,-1.2942
fas,-5.3412,non-misogynistic,4,57,61,-1.2942
dav,-5.3412,non-misogynistic,4,57,61,-1.2942
pra_fud,-5.3577,non-misogynistic,2,39,41,-1.4334
acess,-5.3577,non-misogynistic,2,39,41,-1.4334
reform,-5.3577,non-misogynistic,2,39,41,-1.4334
obr,-5.3577,non-misogynistic,2,39,41,-1.4334
promet,-5.3577,non-misogynistic,2,39,41,-1.4334
imposs,-5.3577,non-misogynistic,2,39,41,-1.4334
qual,-5.3719,non-misogynistic,5,66,71,-1.2561
pra_cas,-5.3776,non-misogynistic,8,91,99,-1.1677
alt,-5.3805,non-misogynistic,14,138,152,-1.0696
real,-5.4047,non-misogynistic,70,525,595,-0.8458
raiv,-5.4092,non-misogynistic,13,131,144,-1.0869
mesm_cois,-5.4114,non-misogynistic,6,75,81,-1.228
caus,-5.4208,non-misogynistic,33,277,310,-0.9444
forç,-5.4252,non-misogynistic,29,249,278,-0.9634
aaa,-5.4327,non-misogynistic,4,58,62,-1.3113
abr,-5.4346,non-misogynistic,17,162,179,-1.0465
naquel,-5.4349,non-misogynistic,3,49,52,-1.3689
espec,-5.4349,non-misogynistic,3,49,52,-1.3689
barrig,-5.4349,non-misogynistic,3,49,52,-1.3689
sant,-5.439,non-misogynistic,15,147,162,-1.0678
talv,-5.4528,non-misogynistic,5,67,72,-1.2709
dur,-5.4553,non-misogynistic,16,155,171,-1.0598
profes,-5.4722,non-misogynistic,17,163,180,-1.0527
busc,-5.484,non-misogynistic,6,76,82,-1.2411
pesquis,-5.484,non-misogynistic,6,76,82,-1.2411
cit,-5.4843,non-misogynistic,2,40,42,-1.4581
muit_cois,-5.4843,non-misogynistic,2,40,42,-1.4581
socorr,-5.4843,non-misogynistic,2,40,42,-1.4581
teor,-5.4897,non-misogynistic,1,30,31,-1.584
gentil,-5.4897,non-misogynistic,1,30,31,-1.584
paraíb,-5.4897,non-misogynistic,1,30,31,-1.584
dallagnol,-5.4897,non-misogynistic,1,30,31,-1.584
bem_vind,-5.4897,non-misogynistic,1,30,31,-1.584
enfrent,-5.4897,non-misogynistic,1,30,31,-1.584
app,-5.4897,non-misogynistic,1,30,31,-1.584
vind,-5.5001,non-misogynistic,8,93,101,-1.1892
part,-5.5019,non-misogynistic,59,459,518,-0.88
pesso_pod,-5.5088,non-misogynistic,0,19,19,-1.8389
faz_tod,-5.5088,non-misogynistic,0,19,19,-1.8389
gent_precis,-5.5088,non-misogynistic,0,19,19,-1.8389
fal_vou,-5.5088,non-misogynistic,0,19,19,-1.8389
curitib,-5.5088,non-misogynistic,0,19,19,-1.8389
gilm,-5.5088,non-misogynistic,0,19,19,-1.8389
pret_branc,-5.5088,non-misogynistic,0,19,19,-1.8389
dud,-5.5088,non-misogynistic,0,19,19,-1.8389
sabed,-5.5088,non-misogynistic,0,19,19,-1.8389
conjunt,-5.5088,non-misogynistic,0,19,19,-1.8389
fácil,-5.5091,non-misogynistic,14,141,155,-1.0909
ter,-5.5217,non-misogynistic,201,1360,1561,-0.7509
pra_dar,-5.5233,non-misogynistic,4,59,63,-1.3281
bol,-5.5254,non-misogynistic,18,172,190,-1.052
necess,-5.5329,non-misogynistic,5,68,73,-1.2855
sair,-5.5369,non-misogynistic,44,359,403,-0.9226
signif,-5.5394,non-misogynistic,3,50,53,-1.3887
excel,-5.5394,non-misogynistic,3,50,53,-1.3887
feder,-5.5457,non-misogynistic,9,102,111,-1.1753
mesm,-5.5538,non-misogynistic,42,346,388,-0.9313
daqu,-5.5608,non-misogynistic,8,94,102,-1.1998
mor,-5.5754,non-misogynistic,26,233,259,-1.0026
qualqu,-5.5798,non-misogynistic,29,255,284,-0.9871
junt,-5.5929,non-misogynistic,42,348,390,-0.937
pront,-5.6018,non-misogynistic,9,103,112,-1.185
kkkkkkkkkkkkkkkk,-5.6128,non-misogynistic,4,60,64,-1.3446
cond,-5.6128,non-misogynistic,4,60,64,-1.3446
alegr,-5.6128,non-misogynistic,4,60,64,-1.3446
dei,-5.621,non-misogynistic,8,95,103,-1.2103
ris,-5.6427,non-misogynistic,3,51,54,-1.4081
tio,-5.6427,non-misogynistic,3,51,54,-1.4081
grat,-5.6427,non-misogynistic,3,51,54,-1.4081
pass,-5.6428,non-misogynistic,160,1125,1285,-0.7882
grip,-5.6495,non-misogynistic,1,31,32,-1.6157
pra_put,-5.6495,non-misogynistic,1,31,32,-1.6157
enorm,-5.6495,non-misogynistic,1,31,32,-1.6157
cur,-5.6495,non-misogynistic,1,31,32,-1.6157
client,-5.6495,non-misogynistic,1,31,32,-1.6157
nud,-5.6495,non-misogynistic,1,31,32,-1.6157
refut_fal,-5.6495,non-misogynistic,1,31,32,-1.6157
deix,-5.6595,non-misogynistic,104,769,873,-0.8356
ajud,-5.6695,non-misogynistic,25,229,254,-1.0231
mae,-5.6909,non-misogynistic,5,70,75,-1.3141
fal_pra,-5.6983,non-misogynistic,6,79,85,-1.2793
sempr,-5.7007,non-misogynistic,100,747,847,-0.8454
númer,-5.7015,non-misogynistic,4,61,65,-1.3609
morr,-5.7049,non-misogynistic,45,375,420,-0.9441
pens,-5.7102,non-misogynistic,95,715,810,-0.8525
exempl,-5.7162,non-misogynistic,7,88,95,-1.2524
autor,-5.7319,non-misogynistic,2,42,44,-1.5057
cad,-5.7394,non-misogynistic,75,584,659,-0.884
exat,-5.7402,non-misogynistic,8,97,105,-1.2309
consider,-5.7402,non-misogynistic,8,97,105,-1.2309
abenço_sempr,-5.747,non-misogynistic,0,20,20,-1.8877
fal_tav,-5.747,non-misogynistic,0,20,20,-1.8877
pra_vid,-5.747,non-misogynistic,0,20,20,-1.8877
lerd,-5.747,non-misogynistic,0,20,20,-1.8877
tod_pqp,-5.747,non-misogynistic,0,20,20,-1.8877
infinit,-5.747,non-misogynistic,0,20,20,-1.8877
pesso_ach,-5.747,non-misogynistic,0,20,20,-1.8877
deix_put,-5.747,non-misogynistic,0,20,20,-1.8877
ganh_porr,-5.747,non-misogynistic,0,20,20,-1.8877
dia_fl,-5.747,non-misogynistic,0,20,20,-1.8877
mesm_pesso,-5.747,non-misogynistic,0,20,20,-1.8877
ont_tav,-5.747,non-misogynistic,0,20,20,-1.8877
pqp_perfeit,-5.747,non-misogynistic,0,20,20,-1.8877
neuros,-5.747,non-misogynistic,0,20,20,-1.8877
sei_vou,-5.747,non-misogynistic,0,20,20,-1.8877
ce,-5.747,non-misogynistic,0,20,20,-1.8877
porr_fod,-5.747,non-misogynistic,0,20,20,-1.8877
novel,-5.747,non-misogynistic,0,20,20,-1.8877
suprem_cort,-5.747,non-misogynistic,0,20,20,-1.8877
faml,-5.747,non-misogynistic,0,20,20,-1.8877
tlgd,-5.747,non-misogynistic,0,20,20,-1.8877
uniform,-5.747,non-misogynistic,0,20,20,-1.8877
car_pqp,-5.747,non-misogynistic,0,20,20,-1.8877
mongol,-5.747,non-misogynistic,0,20,20,-1.8877
quer_morr,-5.747,non-misogynistic,0,20,20,-1.8877
nct,-5.747,non-misogynistic,0,20,20,-1.8877
nenhum_doi,-5.747,non-misogynistic,0,20,20,-1.8877
academ,-5.747,non-misogynistic,0,20,20,-1.8877
sei_pra,-5.747,non-misogynistic,0,20,20,-1.8877
tédi,-5.747,non-misogynistic,0,20,20,-1.8877
hoseok,-5.747,non-misogynistic,0,20,20,-1.8877
gar,-5.747,non-misogynistic,0,20,20,-1.8877
colet,-5.747,non-misogynistic,0,20,20,-1.8877
sanç_receb,-5.747,non-misogynistic,0,20,20,-1.8877
maris,-5.747,non-misogynistic,0,20,20,-1.8877
dor_cabeç,-5.747,non-misogynistic,0,20,20,-1.8877
porr_car,-5.747,non-misogynistic,0,20,20,-1.8877
vde,-5.747,non-misogynistic,0,20,20,-1.8877
pqp_vou,-5.747,non-misogynistic,0,20,20,-1.8877
faz_um,-5.747,non-misogynistic,0,20,20,-1.8877
batat,-5.747,non-misogynistic,0,20,20,-1.8877
quer_dorm,-5.747,non-misogynistic,0,20,20,-1.8877
cheg_aqu,-5.747,non-misogynistic,0,20,20,-1.8877
fod_pqp,-5.747,non-misogynistic,0,20,20,-1.8877
porr_amo,-5.747,non-misogynistic,0,20,20,-1.8877
reserv,-5.747,non-misogynistic,0,20,20,-1.8877
come,-5.747,non-misogynistic,0,20,20,-1.8877
tricol,-5.747,non-misogynistic,0,20,20,-1.8877
inic,-5.747,non-misogynistic,0,20,20,-1.8877
desd_ont,-5.747,non-misogynistic,0,20,20,-1.8877
sortei,-5.747,non-misogynistic,0,20,20,-1.8877
vej,-5.7616,non-misogynistic,38,328,366,-0.9757
ler,-5.768,non-misogynistic,9,106,115,-1.2134
quart,-5.7688,non-misogynistic,5,71,76,-1.3281
sort,-5.7688,non-misogynistic,5,71,76,-1.3281
fort,-5.77,non-misogynistic,12,131,143,-1.161
dad,-5.7803,non-misogynistic,7,89,96,-1.2635
hahah,-5.7892,non-misogynistic,4,62,66,-1.3769
min,-5.7932,non-misogynistic,36,315,351,-0.988
resolv,-5.7992,non-misogynistic,8,98,106,-1.2411
dia,-5.8003,non-misogynistic,255,1745,2000,-0.7631
cim,-5.8036,non-misogynistic,17,172,189,-1.1061
difícil,-5.8036,non-misogynistic,17,172,189,-1.1061
par_pra,-5.8062,non-misogynistic,1,32,33,-1.6465
bot_pra,-5.8062,non-misogynistic,1,32,33,-1.6465
later,-5.8062,non-misogynistic,1,32,33,-1.6465
precios,-5.8062,non-misogynistic,1,32,33,-1.6465
delíc,-5.8062,non-misogynistic,1,32,33,-1.6465
natal,-5.8062,non-misogynistic,1,32,33,-1.6465
vou_morr,-5.8062,non-misogynistic,1,32,33,-1.6465
faz_porr,-5.8062,non-misogynistic,1,32,33,-1.6465
pra_tud,-5.8062,non-misogynistic,1,32,33,-1.6465
tud,-5.8083,non-misogynistic,173,1232,1405,-0.8013
tranquil,-5.8383,non-misogynistic,6,81,87,-1.304
anim,-5.8456,non-misogynistic,3,53,56,-1.4458
macac,-5.8456,non-misogynistic,3,53,56,-1.4458
print,-5.8456,non-misogynistic,3,53,56,-1.4458
vai_fod,-5.8456,non-misogynistic,3,53,56,-1.4458
incomod,-5.8461,non-misogynistic,5,72,77,-1.3419
técn,-5.853,non-misogynistic,2,43,45,-1.5287
dai,-5.853,non-misogynistic,2,43,45,-1.5287
aguard,-5.853,non-misogynistic,2,43,45,-1.5287
apert,-5.853,non-misogynistic,2,43,45,-1.5287
dir,-5.853,non-misogynistic,2,43,45,-1.5287
agor,-5.8546,non-misogynistic,113,849,962,-0.8522
pra_gent,-5.8761,non-misogynistic,4,63,67,-1.3926
pra_faz,-5.884,non-misogynistic,14,150,164,-1.1524
dar,-5.8848,non-misogynistic,73,582,655,-0.9073
jat,-5.907,non-misogynistic,7,91,98,-1.2855
algu,-5.9074,non-misogynistic,6,82,88,-1.3161
assim,-5.9141,non-misogynistic,102,782,884,-0.8716
am,-5.927,non-misogynistic,85,668,753,-0.8946
pert,-5.9311,non-misogynistic,9,109,118,-1.2411
époc,-5.9453,non-misogynistic,3,54,57,-1.4642
muit_gent,-5.9453,non-misogynistic,3,54,57,-1.4642
cort,-5.9484,non-misogynistic,20,200,220,-1.1019
porr_dess,-5.9601,non-misogynistic,1,33,34,-1.6764
vers,-5.9601,non-misogynistic,1,33,34,-1.6764
gat_pra,-5.9601,non-misogynistic,1,33,34,-1.6764
base,-5.9601,non-misogynistic,1,33,34,-1.6764
aond,-5.9621,non-misogynistic,4,64,68,-1.4081
quis,-5.9653,non-misogynistic,14,152,166,-1.1655
pra_fic,-5.9697,non-misogynistic,7,92,99,-1.2963
gigant,-5.9724,non-misogynistic,2,44,46,-1.5512
fur,-5.9724,non-misogynistic,2,44,46,-1.5512
vide,-5.9739,non-misogynistic,8,101,109,-1.2709
ngm,-5.9739,non-misogynistic,8,101,109,-1.2709
faix,-5.9787,non-misogynistic,0,21,21,-1.9342
seman_tod,-5.9787,non-misogynistic,0,21,21,-1.9342
pré,-5.9787,non-misogynistic,0,21,21,-1.9342
basic,-5.9787,non-misogynistic,0,21,21,-1.9342
confess,-5.9787,non-misogynistic,0,21,21,-1.9342
sufoc,-5.9787,non-misogynistic,0,21,21,-1.9342
gaúch,-5.9787,non-misogynistic,0,21,21,-1.9342
tud_err,-5.9787,non-misogynistic,0,21,21,-1.9342
post,-5.9873,non-misogynistic,50,427,477,-0.9705
voc,-5.99,non-misogynistic,23,225,248,-1.0856
ano,-5.9911,non-misogynistic,83,660,743,-0.9061
tip,-5.9937,non-misogynistic,35,317,352,-1.0217
garot,-6.0007,non-misogynistic,25,241,266,-1.074
dig,-6.0313,non-misogynistic,8,102,110,-1.2807
mudanç,-6.0438,non-misogynistic,3,55,58,-1.4822
sit,-6.0441,non-misogynistic,6,84,90,-1.3399
dp,-6.0504,non-misogynistic,10,120,130,-1.2411
explic,-6.0661,non-misogynistic,11,129,140,-1.2258
acord,-6.0857,non-misogynistic,38,344,382,-1.0231
ced,-6.0913,non-misogynistic,9,112,121,-1.268
mand,-6.1034,non-misogynistic,79,642,721,-0.9273
jog_lix,-6.1112,non-misogynistic,1,34,35,-1.7054
pass_dia,-6.1112,non-misogynistic,1,34,35,-1.7054
mater,-6.1112,non-misogynistic,1,34,35,-1.7054
grau,-6.1112,non-misogynistic,1,34,35,-1.7054
tão,-6.1173,non-misogynistic,94,748,842,-0.908
títul,-6.1412,non-misogynistic,3,56,59,-1.4999
kkk,-6.1419,non-misogynistic,35,324,359,-1.0435
fum,-6.1451,non-misogynistic,8,104,112,-1.2999
toc,-6.1493,non-misogynistic,10,122,132,-1.2574
port,-6.1581,non-misogynistic,17,182,199,-1.1623
um,-6.1712,non-misogynistic,33,310,343,-1.0566
