term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
singl,-4.2007,non-misogynistic,0,14,14,-1.5512
put_jog,-4.2007,non-misogynistic,0,14,14,-1.5512
pai_am,-4.2007,non-misogynistic,0,14,14,-1.5512
prr,-4.2007,non-misogynistic,0,14,14,-1.5512
histr,-4.2007,non-misogynistic,0,14,14,-1.5512
temp_fei,-4.2007,non-misogynistic,0,14,14,-1.5512
taehyung,-4.2007,non-misogynistic,0,14,14,-1.5512
mut,-4.2007,non-misogynistic,0,14,14,-1.5512
lavajat,-4.2007,non-misogynistic,0,14,14,-1.5512
fla,-4.2007,non-misogynistic,0,14,14,-1.5512
caralh_tav,-4.2007,non-misogynistic,0,14,14,-1.5512
ach_fic,-4.2007,non-misogynistic,0,14,14,-1.5512
sri,-4.2007,non-misogynistic,0,14,14,-1.5512
mãe_pra,-4.2007,non-misogynistic,0,14,14,-1.5512
quer_tom,-4.2007,non-misogynistic,0,14,14,-1.5512
demiss,-4.2007,non-misogynistic,0,14,14,-1.5512
jaquet,-4.2007,non-misogynistic,0,14,14,-1.5512
ver_porr,-4.2007,non-misogynistic,0,14,14,-1.5512
put_faz,-4.2007,non-misogynistic,0,14,14,-1.5512
sim_porr,-4.2007,non-misogynistic,0,14,14,-1.5512
compartilhal_gost,-4.2007,non-misogynistic,0,14,14,-1.5512
pens_porr,-4.2007,non-misogynistic,0,14,14,-1.5512
elimin,-4.2007,non-misogynistic,0,14,14,-1.5512
girl,-4.2007,non-misogynistic,0,14,14,-1.5512
vou_volt,-4.2007,non-misogynistic,0,14,14,-1.5512
fl_che,-4.2007,non-misogynistic,0,14,14,-1.5512
porr_vsf,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_cort,-4.2007,non-misogynistic,0,14,14,-1.5512
fic_nerv,-4.2007,non-misogynistic,0,14,14,-1.5512
ancin,-4.2007,non-misogynistic,0,14,14,-1.5512
patamar,-4.2007,non-misogynistic,0,14,14,-1.5512
jorg,-4.2007,non-misogynistic,0,14,14,-1.5512
sai_dess,-4.2007,non-misogynistic,0,14,14,-1.5512
cheg_final,-4.2007,non-misogynistic,0,14,14,-1.5512
cinz,-4.2007,non-misogynistic,0,14,14,-1.5512
comig_pra,-4.2007,non-misogynistic,0,14,14,-1.5512
dieg,-4.2007,non-misogynistic,0,14,14,-1.5512
miúd,-4.2007,non-misogynistic,0,14,14,-1.5512
mark,-4.2007,non-misogynistic,0,14,14,-1.5512
intenç,-4.2007,non-misogynistic,0,14,14,-1.5512
porr_chat,-4.2007,non-misogynistic,0,14,14,-1.5512
vz,-4.2007,non-misogynistic,0,14,14,-1.5512
doi_ano,-4.2007,non-misogynistic,0,14,14,-1.5512
our,-4.2007,non-misogynistic,0,14,14,-1.5512
aqu_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_respond,-4.2007,non-misogynistic,0,14,14,-1.5512
fic_tod,-4.2007,non-misogynistic,0,14,14,-1.5512
chip,-4.2007,non-misogynistic,0,14,14,-1.5512
faz_am,-4.2007,non-misogynistic,0,14,14,-1.5512
mulh_internac,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_tóqui,-4.2007,non-misogynistic,0,14,14,-1.5512
blogu,-4.2007,non-misogynistic,0,14,14,-1.5512
man_car,-4.2007,non-misogynistic,0,14,14,-1.5512
madrug,-4.2007,non-misogynistic,0,14,14,-1.5512
comentri,-4.2007,non-misogynistic,0,14,14,-1.5512
araraqu,-4.2007,non-misogynistic,0,14,14,-1.5512
sair_cas,-4.2007,non-misogynistic,0,14,14,-1.5512
dm_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
caralh_aprend,-4.2007,non-misogynistic,0,14,14,-1.5512
caralhooo,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_us,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_crlh,-4.2007,non-misogynistic,0,14,14,-1.5512
pesso_conhec,-4.2007,non-misogynistic,0,14,14,-1.5512
vem_tóqui,-4.2007,non-misogynistic,0,14,14,-1.5512
fal_verdad,-4.2007,non-misogynistic,0,14,14,-1.5512
pqp_hom,-4.2007,non-misogynistic,0,14,14,-1.5512
sobr_ideolog,-4.2007,non-misogynistic,0,14,14,-1.5512
fri_caralh,-4.2007,non-misogynistic,0,14,14,-1.5512
poss_faz,-4.2007,non-misogynistic,0,14,14,-1.5512
fraqu,-4.2007,non-misogynistic,0,14,14,-1.5512
rt,-4.2007,non-misogynistic,0,14,14,-1.5512
confront,-4.2007,non-misogynistic,0,14,14,-1.5512
motor,-4.2007,non-misogynistic,0,14,14,-1.5512
tóqui_caralh,-4.2007,non-misogynistic,0,14,14,-1.5512
brasil_ganh,-4.2007,non-misogynistic,0,14,14,-1.5512
míd_fals,-4.2007,non-misogynistic,0,14,14,-1.5512
pouc_aind,-4.2007,non-misogynistic,0,14,14,-1.5512
qri,-4.2007,non-misogynistic,0,14,14,-1.5512
sempr_fal,-4.2007,non-misogynistic,0,14,14,-1.5512
aind_fic,-4.2007,non-misogynistic,0,14,14,-1.5512
viv_pra,-4.2007,non-misogynistic,0,14,14,-1.5512
shawn,-4.2007,non-misogynistic,0,14,14,-1.5512
tom_remédi,-4.2007,non-misogynistic,0,14,14,-1.5512
dodg,-4.2007,non-misogynistic,0,14,14,-1.5512
cont_comig,-4.2007,non-misogynistic,0,14,14,-1.5512
convenc,-4.2007,non-misogynistic,0,14,14,-1.5512
aaaaaaa,-4.2007,non-misogynistic,0,14,14,-1.5512
plot,-4.2007,non-misogynistic,0,14,14,-1.5512
amo_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
vou_tir,-4.2007,non-misogynistic,0,14,14,-1.5512
faz_quis,-4.2007,non-misogynistic,0,14,14,-1.5512
caralh_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
hom_porr,-4.2007,non-misogynistic,0,14,14,-1.5512
bloquei,-4.2007,non-misogynistic,0,14,14,-1.5512
caralh_faz,-4.2007,non-misogynistic,0,14,14,-1.5512
jongin,-4.2007,non-misogynistic,0,14,14,-1.5512
vou_sent,-4.2007,non-misogynistic,0,14,14,-1.5512
danil,-4.2007,non-misogynistic,0,14,14,-1.5512
porr_hoj,-4.2007,non-misogynistic,0,14,14,-1.5512
pro_pai,-4.2007,non-misogynistic,0,14,14,-1.5512
vai_perd,-4.2007,non-misogynistic,0,14,14,-1.5512
hoj_fri,-4.2007,non-misogynistic,0,14,14,-1.5512
fir,-4.2007,non-misogynistic,0,14,14,-1.5512
quím,-4.2007,non-misogynistic,0,14,14,-1.5512
iti,-4.2007,non-misogynistic,0,14,14,-1.5512
consol,-4.2007,non-misogynistic,0,14,14,-1.5512
pra_honest,-4.2007,non-misogynistic,0,14,14,-1.5512
diet,-4.2007,non-misogynistic,0,14,14,-1.5512
cpf,-4.2007,non-misogynistic,0,14,14,-1.5512
amo_caralh,-4.2007,non-misogynistic,0,14,14,-1.5512
dio,-4.2007,non-misogynistic,0,14,14,-1.5512
podcast,-4.2007,non-misogynistic,0,14,14,-1.5512
deu_protej,-4.2007,non-misogynistic,0,14,14,-1.5512
gost_tant,-4.2007,non-misogynistic,0,14,14,-1.5512
cas_porr,-4.2007,non-misogynistic,0,14,14,-1.5512
cora,-4.2007,non-misogynistic,0,14,14,-1.5512
ahah,-4.2007,non-misogynistic,0,14,14,-1.5512
fei_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
chov_pra,-4.2007,non-misogynistic,0,14,14,-1.5512
alcanç,-4.2007,non-misogynistic,0,14,14,-1.5512
pqp_tod,-4.2007,non-misogynistic,0,14,14,-1.5512
bem_pra,-4.2007,non-misogynistic,0,14,14,-1.5512
mim_pqp,-4.2007,non-misogynistic,0,14,14,-1.5512
beb_águ,-4.2007,non-misogynistic,0,14,14,-1.5512
man_ach,-4.2007,non-misogynistic,0,14,14,-1.5512
web,-4.2007,non-misogynistic,0,14,14,-1.5512
heh,-4.2007,non-misogynistic,0,14,14,-1.5512
manj,-4.2007,non-misogynistic,0,14,14,-1.5512
grup,-4.2033,non-misogynistic,28,199,227,-0.7742
vai_dar,-4.2074,non-misogynistic,9,80,89,-0.935
form,-4.2326,non-misogynistic,32,224,256,-0.7628
véi,-4.2388,non-misogynistic,6,60,66,-1.0081
caminh,-4.2389,non-misogynistic,16,126,142,-0.8541
dentr,-4.2409,non-misogynistic,25,182,207,-0.7945
bomb,-4.2422,non-misogynistic,5,53,58,-1.0404
ativ,-4.2422,non-misogynistic,5,53,58,-1.0404
font,-4.2422,non-misogynistic,5,53,58,-1.0404
ate,-4.2432,non-misogynistic,19,145,164,-0.831
pra_pesso,-4.2616,non-misogynistic,4,46,50,-1.0839
fic_tão,-4.2679,non-misogynistic,2,31,33,-1.2103
super,-4.2679,non-misogynistic,2,31,33,-1.2103
pis,-4.2679,non-misogynistic,2,31,33,-1.2103
pesso_faz,-4.2679,non-misogynistic,2,31,33,-1.2103
tribun,-4.2679,non-misogynistic,2,31,33,-1.2103
deix_pra,-4.2749,non-misogynistic,1,23,24,-1.3281
quer_diz,-4.2749,non-misogynistic,1,23,24,-1.3281
plac,-4.2749,non-misogynistic,1,23,24,-1.3281
reduz,-4.2749,non-misogynistic,1,23,24,-1.3281
ach_fei,-4.2749,non-misogynistic,1,23,24,-1.3281
pra_vir,-4.2749,non-misogynistic,1,23,24,-1.3281
pens_niss,-4.2749,non-misogynistic,1,23,24,-1.3281
sécul,-4.2749,non-misogynistic,1,23,24,-1.3281
nick,-4.2749,non-misogynistic,1,23,24,-1.3281
for,-4.2749,non-misogynistic,1,23,24,-1.3281
quebr_ovo,-4.2749,non-misogynistic,1,23,24,-1.3281
desnecess,-4.2749,non-misogynistic,1,23,24,-1.3281
juanfran,-4.2749,non-misogynistic,1,23,24,-1.3281
caralh_fod,-4.2749,non-misogynistic,1,23,24,-1.3281
deu_cert,-4.2749,non-misogynistic,1,23,24,-1.3281
hom_lind,-4.2749,non-misogynistic,1,23,24,-1.3281
premi,-4.2749,non-misogynistic,1,23,24,-1.3281
fic_mal,-4.2749,non-misogynistic,1,23,24,-1.3281
vid_porr,-4.2749,non-misogynistic,1,23,24,-1.3281
toler,-4.2749,non-misogynistic,1,23,24,-1.3281
bonit_fei,-4.2749,non-misogynistic,1,23,24,-1.3281
mot,-4.2749,non-misogynistic,1,23,24,-1.3281
receit,-4.2749,non-misogynistic,1,23,24,-1.3281
propost,-4.2749,non-misogynistic,1,23,24,-1.3281
repet,-4.2749,non-misogynistic,1,23,24,-1.3281
ídol,-4.2749,non-misogynistic,1,23,24,-1.3281
trist,-4.302,non-misogynistic,44,298,342,-0.7369
uni,-4.3094,non-misogynistic,3,39,42,-1.1457
cois_pra,-4.3094,non-misogynistic,3,39,42,-1.1457
proib,-4.3094,non-misogynistic,3,39,42,-1.1457
mar,-4.3196,non-misogynistic,23,172,195,-0.8184
trans,-4.3213,non-misogynistic,7,68,75,-0.9978
brun,-4.3213,non-misogynistic,7,68,75,-0.9978
empr,-4.3213,non-misogynistic,7,68,75,-0.9978
namor,-4.349,non-misogynistic,46,312,358,-0.7392
fez,-4.3632,non-misogynistic,52,348,400,-0.7279
pra_ter,-4.3658,non-misogynistic,4,47,51,-1.1049
doend,-4.3658,non-misogynistic,4,47,51,-1.1049
padr,-4.3682,non-misogynistic,11,96,107,-0.933
apen,-4.3799,non-misogynistic,29,211,240,-0.7985
cervej,-4.3971,non-misogynistic,8,76,84,-0.9897
leit,-4.4029,non-misogynistic,9,83,92,-0.9714
brab,-4.4051,non-misogynistic,6,62,68,-1.0404
josé,-4.4124,non-misogynistic,2,32,34,-1.241
lov,-4.4124,non-misogynistic,2,32,34,-1.241
dia_vou,-4.4124,non-misogynistic,2,32,34,-1.241
man_porr,-4.4124,non-misogynistic,2,32,34,-1.241
vit,-4.4124,non-misogynistic,2,32,34,-1.241
melhor_cois,-4.4124,non-misogynistic,2,32,34,-1.241
pes,-4.4126,non-misogynistic,10,90,100,-0.9561
feliz,-4.419,non-misogynistic,78,502,580,-0.6943
nest,-4.4228,non-misogynistic,14,117,131,-0.9058
pret,-4.425,non-misogynistic,20,156,176,-0.8549
negóci,-4.4264,non-misogynistic,5,55,60,-1.0767
admir,-4.4264,non-misogynistic,5,55,60,-1.0767
med,-4.4279,non-misogynistic,31,225,256,-0.798
falh,-4.4291,non-misogynistic,3,40,43,-1.1704
básic,-4.4291,non-misogynistic,3,40,43,-1.1704
atenç,-4.4391,non-misogynistic,12,104,116,-0.9322
babac,-4.4405,non-misogynistic,35,250,285,-0.7851
merec,-4.4527,non-misogynistic,46,317,363,-0.7551
exist,-4.4543,non-misogynistic,60,400,460,-0.7262
aul,-4.4546,non-misogynistic,13,111,124,-0.9226
rua,-4.4546,non-misogynistic,13,111,124,-0.9226
próx,-4.4593,non-misogynistic,18,144,162,-0.8755
manu,-4.4599,non-misogynistic,1,24,25,-1.3689
fia,-4.4599,non-misogynistic,1,24,25,-1.3689
slc,-4.4599,non-misogynistic,1,24,25,-1.3689
uai,-4.4599,non-misogynistic,1,24,25,-1.3689
retorn,-4.4599,non-misogynistic,1,24,25,-1.3689
sorr,-4.4599,non-misogynistic,1,24,25,-1.3689
heró,-4.4599,non-misogynistic,1,24,25,-1.3689
garraf,-4.4599,non-misogynistic,1,24,25,-1.3689
estrel,-4.4599,non-misogynistic,1,24,25,-1.3689
discuss,-4.4599,non-misogynistic,1,24,25,-1.3689
fech,-4.4627,non-misogynistic,20,157,177,-0.8612
espelh,-4.4687,non-misogynistic,4,48,52,-1.1255
pat,-4.4687,non-misogynistic,4,48,52,-1.1255
etern,-4.4687,non-misogynistic,4,48,52,-1.1255
fic_fal,-4.4687,non-misogynistic,4,48,52,-1.1255
lógic,-4.4717,non-misogynistic,7,70,77,-1.0264
entrev,-4.4726,non-misogynistic,10,91,101,-0.9671
lev,-4.4738,non-misogynistic,44,306,350,-0.7633
lim,-4.4798,non-misogynistic,0,15,15,-1.6157
satisfeit,-4.4798,non-misogynistic,0,15,15,-1.6157
parabém_ministr,-4.4798,non-misogynistic,0,15,15,-1.6157
bom_ter,-4.4798,non-misogynistic,0,15,15,-1.6157
nao_deix,-4.4798,non-misogynistic,0,15,15,-1.6157
descart,-4.4798,non-misogynistic,0,15,15,-1.6157
satisf,-4.4798,non-misogynistic,0,15,15,-1.6157
pra_crianç,-4.4798,non-misogynistic,0,15,15,-1.6157
ânim,-4.4798,non-misogynistic,0,15,15,-1.6157
possibil,-4.4798,non-misogynistic,0,15,15,-1.6157
imparc,-4.4798,non-misogynistic,0,15,15,-1.6157
coleç,-4.4798,non-misogynistic,0,15,15,-1.6157
tud_precis,-4.4798,non-misogynistic,0,15,15,-1.6157
falt_pouc,-4.4798,non-misogynistic,0,15,15,-1.6157
clim,-4.4798,non-misogynistic,0,15,15,-1.6157
juríd,-4.4798,non-misogynistic,0,15,15,-1.6157
rio_jan,-4.4798,non-misogynistic,0,15,15,-1.6157
resgat,-4.4798,non-misogynistic,0,15,15,-1.6157
códig,-4.4798,non-misogynistic,0,15,15,-1.6157
car_pod,-4.4798,non-misogynistic,0,15,15,-1.6157
parent,-4.4798,non-misogynistic,0,15,15,-1.6157
resolv_problem,-4.4798,non-misogynistic,0,15,15,-1.6157
esté,-4.4798,non-misogynistic,0,15,15,-1.6157
ruim_pra,-4.4798,non-misogynistic,0,15,15,-1.6157
toss,-4.4798,non-misogynistic,0,15,15,-1.6157
deix_faz,-4.4798,non-misogynistic,0,15,15,-1.6157
dar_err,-4.4798,non-misogynistic,0,15,15,-1.6157
decor,-4.4798,non-misogynistic,0,15,15,-1.6157
pesso_gost,-4.4798,non-misogynistic,0,15,15,-1.6157
faz_pesso,-4.4798,non-misogynistic,0,15,15,-1.6157
cois_melhor,-4.4798,non-misogynistic,0,15,15,-1.6157
amér_grand,-4.4798,non-misogynistic,0,15,15,-1.6157
dua_pesso,-4.4798,non-misogynistic,0,15,15,-1.6157
grand_nov,-4.4798,non-misogynistic,0,15,15,-1.6157
índic,-4.4798,non-misogynistic,0,15,15,-1.6157
particul,-4.4798,non-misogynistic,0,15,15,-1.6157
ninguém,-4.4952,non-misogynistic,52,355,407,-0.7478
feit,-4.4994,non-misogynistic,33,240,273,-0.8016
algum_cois,-4.5049,non-misogynistic,13,112,125,-0.9315
dess_jeit,-4.5169,non-misogynistic,5,56,61,-1.0944
luz,-4.5169,non-misogynistic,5,56,61,-1.0944
palh,-4.5307,non-misogynistic,9,85,94,-0.9949
di,-4.5472,non-misogynistic,3,41,44,-1.1945
depress,-4.5472,non-misogynistic,3,41,44,-1.1945
chut,-4.5472,non-misogynistic,3,41,44,-1.1945
seguint,-4.5543,non-misogynistic,2,33,35,-1.2709
conceit,-4.5543,non-misogynistic,2,33,35,-1.2709
sagr,-4.5543,non-misogynistic,2,33,35,-1.2709
invad,-4.5543,non-misogynistic,2,33,35,-1.2709
ana,-4.568,non-misogynistic,6,64,70,-1.0716
danç,-4.5939,non-misogynistic,9,86,95,-1.0065
casal,-4.5976,non-misogynistic,12,107,119,-0.9603
invent,-4.6025,non-misogynistic,8,79,87,-1.028
bucet,-4.6057,non-misogynistic,17,141,158,-0.9086
mai,-4.606,non-misogynistic,53,367,420,-0.7623
demor,-4.6065,non-misogynistic,5,57,62,-1.1118
lad,-4.6103,non-misogynistic,29,219,248,-0.8356
complet,-4.6136,non-misogynistic,14,121,135,-0.9391
just,-4.6194,non-misogynistic,7,72,79,-1.0542
int,-4.6279,non-misogynistic,21,168,189,-0.882
acord_pra,-4.6409,non-misogynistic,1,25,26,-1.4081
format,-4.6409,non-misogynistic,1,25,26,-1.4081
olh_pro,-4.6409,non-misogynistic,1,25,26,-1.4081
div,-4.6409,non-misogynistic,1,25,26,-1.4081
cinc,-4.6409,non-misogynistic,1,25,26,-1.4081
dess_vez,-4.6409,non-misogynistic,1,25,26,-1.4081
coloq,-4.6409,non-misogynistic,1,25,26,-1.4081
dess_porr,-4.6409,non-misogynistic,1,25,26,-1.4081
cole,-4.6409,non-misogynistic,1,25,26,-1.4081
fal_vai,-4.6409,non-misogynistic,1,25,26,-1.4081
man_vai,-4.6409,non-misogynistic,1,25,26,-1.4081
fic_car,-4.6409,non-misogynistic,1,25,26,-1.4081
sextaf,-4.6409,non-misogynistic,1,25,26,-1.4081
gent_faz,-4.6409,non-misogynistic,1,25,26,-1.4081
lógic_verdad,-4.6409,non-misogynistic,1,25,26,-1.4081
experi,-4.6409,non-misogynistic,1,25,26,-1.4081
outr,-4.641,non-misogynistic,103,664,767,-0.6986
mal,-4.6588,non-misogynistic,72,484,556,-0.7368
impression,-4.6635,non-misogynistic,3,42,45,-1.2181
áudi,-4.6635,non-misogynistic,3,42,45,-1.2181
cumpr,-4.6635,non-misogynistic,3,42,45,-1.2181
escrit,-4.6635,non-misogynistic,3,42,45,-1.2181
fing,-4.6707,non-misogynistic,4,50,54,-1.1655
dat,-4.6707,non-misogynistic,4,50,54,-1.1655
frac,-4.6707,non-misogynistic,4,50,54,-1.1655
ingl,-4.6707,non-misogynistic,4,50,54,-1.1655
sec,-4.6707,non-misogynistic,4,50,54,-1.1655
dem,-4.6707,non-misogynistic,4,50,54,-1.1655
dand,-4.691,non-misogynistic,25,196,221,-0.8683
índi,-4.6938,non-misogynistic,2,34,36,-1.2999
edit,-4.6938,non-misogynistic,2,34,36,-1.2999
conclus,-4.6938,non-misogynistic,2,34,36,-1.2999
acert,-4.6938,non-misogynistic,2,34,36,-1.2999
afim,-4.6938,non-misogynistic,2,34,36,-1.2999
afast,-4.6951,non-misogynistic,5,58,63,-1.1289
perd,-4.7157,non-misogynistic,70,476,546,-0.748
pap,-4.7206,non-misogynistic,16,137,153,-0.9372
filh,-4.745,non-misogynistic,156,979,1135,-0.6745
import,-4.7462,non-misogynistic,37,275,312,-0.826
friend,-4.7495,non-misogynistic,0,16,16,-1.6764
doi_fl,-4.7495,non-misogynistic,0,16,16,-1.6764
uma_fot,-4.7495,non-misogynistic,0,16,16,-1.6764
ritm,-4.7495,non-misogynistic,0,16,16,-1.6764
porr_gent,-4.7495,non-misogynistic,0,16,16,-1.6764
mrm,-4.7495,non-misogynistic,0,16,16,-1.6764
porraa,-4.7495,non-misogynistic,0,16,16,-1.6764
revis,-4.7495,non-misogynistic,0,16,16,-1.6764
vou_post,-4.7495,non-misogynistic,0,16,16,-1.6764
cntg,-4.7495,non-misogynistic,0,16,16,-1.6764
futebol_brasil,-4.7495,non-misogynistic,0,16,16,-1.6764
caralh_vou,-4.7495,non-misogynistic,0,16,16,-1.6764
acab_public,-4.7495,non-misogynistic,0,16,16,-1.6764
put_quer,-4.7495,non-misogynistic,0,16,16,-1.6764
perfeit_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
fox,-4.7495,non-misogynistic,0,16,16,-1.6764
recicl,-4.7495,non-misogynistic,0,16,16,-1.6764
febr,-4.7495,non-misogynistic,0,16,16,-1.6764
put_dor,-4.7495,non-misogynistic,0,16,16,-1.6764
torr,-4.7495,non-misogynistic,0,16,16,-1.6764
beir,-4.7495,non-misogynistic,0,16,16,-1.6764
bnd,-4.7495,non-misogynistic,0,16,16,-1.6764
tão_perfeit,-4.7495,non-misogynistic,0,16,16,-1.6764
porr_lind,-4.7495,non-misogynistic,0,16,16,-1.6764
vou_par,-4.7495,non-misogynistic,0,16,16,-1.6764
chat_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
fal_caralh,-4.7495,non-misogynistic,0,16,16,-1.6764
caralh_tod,-4.7495,non-misogynistic,0,16,16,-1.6764
íntim_sagr,-4.7495,non-misogynistic,0,16,16,-1.6764
daor,-4.7495,non-misogynistic,0,16,16,-1.6764
jul,-4.7495,non-misogynistic,0,16,16,-1.6764
outr_dia,-4.7495,non-misogynistic,0,16,16,-1.6764
natál,-4.7495,non-misogynistic,0,16,16,-1.6764
gargant,-4.7495,non-misogynistic,0,16,16,-1.6764
mand_áudi,-4.7495,non-misogynistic,0,16,16,-1.6764
jisung,-4.7495,non-misogynistic,0,16,16,-1.6764
uma_pesso,-4.7495,non-misogynistic,0,16,16,-1.6764
frot,-4.7495,non-misogynistic,0,16,16,-1.6764
vem_pra,-4.7495,non-misogynistic,0,16,16,-1.6764
glenn,-4.7495,non-misogynistic,0,16,16,-1.6764
manoo,-4.7495,non-misogynistic,0,16,16,-1.6764
ricard_sall,-4.7495,non-misogynistic,0,16,16,-1.6764
gost_porr,-4.7495,non-misogynistic,0,16,16,-1.6764
peid,-4.7495,non-misogynistic,0,16,16,-1.6764
cert_pra,-4.7495,non-misogynistic,0,16,16,-1.6764
ire,-4.7495,non-misogynistic,0,16,16,-1.6764
pqp_lind,-4.7495,non-misogynistic,0,16,16,-1.6764
afl,-4.7495,non-misogynistic,0,16,16,-1.6764
put_man,-4.7495,non-misogynistic,0,16,16,-1.6764
cas_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
pra_crl,-4.7495,non-misogynistic,0,16,16,-1.6764
tourett,-4.7495,non-misogynistic,0,16,16,-1.6764
difcil,-4.7495,non-misogynistic,0,16,16,-1.6764
murr,-4.7495,non-misogynistic,0,16,16,-1.6764
fic_fod,-4.7495,non-misogynistic,0,16,16,-1.6764
tony,-4.7495,non-misogynistic,0,16,16,-1.6764
car_tão,-4.7495,non-misogynistic,0,16,16,-1.6764
caralh_lind,-4.7495,non-misogynistic,0,16,16,-1.6764
car_gent,-4.7495,non-misogynistic,0,16,16,-1.6764
man_vou,-4.7495,non-misogynistic,0,16,16,-1.6764
pqp_viu,-4.7495,non-misogynistic,0,16,16,-1.6764
ont_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
enaltec,-4.7495,non-misogynistic,0,16,16,-1.6764
períod,-4.7495,non-misogynistic,0,16,16,-1.6764
definitiv,-4.7495,non-misogynistic,0,16,16,-1.6764
glór,-4.7495,non-misogynistic,0,16,16,-1.6764
man_kkkkkkk,-4.7495,non-misogynistic,0,16,16,-1.6764
tambm,-4.7495,non-misogynistic,0,16,16,-1.6764
hor_cheg,-4.7495,non-misogynistic,0,16,16,-1.6764
sex_íntim,-4.7495,non-misogynistic,0,16,16,-1.6764
fuç,-4.7495,non-misogynistic,0,16,16,-1.6764
gustav,-4.7495,non-misogynistic,0,16,16,-1.6764
guilherm,-4.7495,non-misogynistic,0,16,16,-1.6764
anúnci,-4.7495,non-misogynistic,0,16,16,-1.6764
dia_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
vol,-4.7495,non-misogynistic,0,16,16,-1.6764
joelh,-4.7495,non-misogynistic,0,16,16,-1.6764
merma,-4.7495,non-misogynistic,0,16,16,-1.6764
presid_lul,-4.7495,non-misogynistic,0,16,16,-1.6764
mecân,-4.7495,non-misogynistic,0,16,16,-1.6764
man_vsf,-4.7495,non-misogynistic,0,16,16,-1.6764
kkkkk_pqp,-4.7495,non-misogynistic,0,16,16,-1.6764
porr_caralh,-4.7495,non-misogynistic,0,16,16,-1.6764
garc,-4.7495,non-misogynistic,0,16,16,-1.6764
sim_caralh,-4.7495,non-misogynistic,0,16,16,-1.6764
united,-4.7495,non-misogynistic,0,16,16,-1.6764
sobrancelh,-4.7495,non-misogynistic,0,16,16,-1.6764
thing,-4.7495,non-misogynistic,0,16,16,-1.6764
fod_demal,-4.7495,non-misogynistic,0,16,16,-1.6764
gent_pod,-4.7495,non-misogynistic,0,16,16,-1.6764
porr_kkk,-4.7495,non-misogynistic,0,16,16,-1.6764
poc,-4.7495,non-misogynistic,0,16,16,-1.6764
justin,-4.7495,non-misogynistic,0,16,16,-1.6764
cabe,-4.7495,non-misogynistic,0,16,16,-1.6764
gent_quer,-4.7495,non-misogynistic,0,16,16,-1.6764
atlé,-4.7495,non-misogynistic,0,16,16,-1.6764
psicolog,-4.7495,non-misogynistic,0,16,16,-1.6764
esport,-4.7495,non-misogynistic,0,16,16,-1.6764
fod_fic,-4.7495,non-misogynistic,0,16,16,-1.6764
tav_put,-4.7495,non-misogynistic,0,16,16,-1.6764
ltim,-4.7495,non-misogynistic,0,16,16,-1.6764
mand_nud,-4.7495,non-misogynistic,0,16,16,-1.6764
pra_almoç,-4.7495,non-misogynistic,0,16,16,-1.6764
europe_ameaç,-4.7495,non-misogynistic,0,16,16,-1.6764
faz_faz,-4.7495,non-misogynistic,0,16,16,-1.6764
les,-4.7495,non-misogynistic,0,16,16,-1.6764
jackson,-4.7495,non-misogynistic,0,16,16,-1.6764
vai_porr,-4.7495,non-misogynistic,0,16,16,-1.6764
david,-4.7495,non-misogynistic,0,16,16,-1.6764
chat_caralh,-4.7495,non-misogynistic,0,16,16,-1.6764
gra,-4.7495,non-misogynistic,0,16,16,-1.6764
lorenn,-4.7495,non-misogynistic,0,16,16,-1.6764
mari,-4.7495,non-misogynistic,0,16,16,-1.6764
ind_pra,-4.7495,non-misogynistic,0,16,16,-1.6764
kkkkkkkkkkkkkkkkkkkkkk,-4.7495,non-misogynistic,0,16,16,-1.6764
jog_pra,-4.7495,non-misogynistic,0,16,16,-1.6764
desconfort,-4.7495,non-misogynistic,0,16,16,-1.6764
além,-4.7631,non-misogynistic,16,138,154,-0.9444
curt,-4.7696,non-misogynistic,21,172,193,-0.9054
conf,-4.7699,non-misogynistic,4,51,55,-1.185
explod,-4.7782,non-misogynistic,3,43,46,-1.2411
hahahahah,-4.7782,non-misogynistic,3,43,46,-1.2411
jan,-4.7782,non-misogynistic,3,43,46,-1.2411
extrem,-4.7782,non-misogynistic,3,43,46,-1.2411
linh,-4.7782,non-misogynistic,3,43,46,-1.2411
mant,-4.7828,non-misogynistic,5,59,64,-1.1457
mil,-4.8009,non-misogynistic,13,118,131,-0.9832
açõ,-4.8178,non-misogynistic,1,26,27,-1.4458
hin,-4.8178,non-misogynistic,1,26,27,-1.4458
